start_time,src_ip,src_port,dst_ip,dst_port,ip_protocol,history,conn_state,tcp_flags,packet_nb,packet_nb_orig,packet_nb_resp,a_l3_payload_size_orig_total,a_l3_payload_size_resp_total,a_l3_payload_size_orig_min,a_l3_payload_size_orig_max,duration,label
1777865398.6650186,172.16.0.5,60472,52.168.117.170,443,6,ShDd,SF,SFPAEC,322,198,124,216770,14487,94,1430,15.709544,benign
1777865398.7384284,172.16.0.5,60473,131.253.33.203,443,6,ShDd,SF,SFPAEC,139,56,83,16081,29218,51,1430,15.63595,benign
1777865401.6397493,172.16.0.5,64640,172.64.41.3,443,17,Dd,OTH,,25,12,13,5768,8332,51,1258,12.734137,benign
1777865401.6406434,172.16.0.5,60474,172.64.41.3,443,6,ShDd,SF,SFPAEC,23,13,10,2183,4271,84,1420,12.739815,benign
1777865401.6411707,172.16.0.5,52704,172.64.41.3,443,17,Dd,OTH,,43,21,22,6338,10839,51,1258,12.724413,benign
1777865401.6417289,172.16.0.5,60373,172.64.41.3,443,17,Dd,OTH,,25,12,13,4566,7188,51,1258,12.709226,benign
1777865401.6420918,172.16.0.5,60475,172.64.41.3,443,6,ShDd,SF,SFPAEC,23,13,10,2215,4270,84,1420,12.71623,benign
1777865966.9892726,172.16.0.5,60476,13.71.55.58,443,6,ShDd,RSTO,SFRPAEC,46,24,22,6465,5041,50,1460,6.898356,benign
1777866089.629618,172.16.0.5,60477,172.183.192.109,443,6,ShDd,RSTR,SFRPAEC,24,13,11,3879,1901,21,1460,154.343981,benign
1777866089.6336894,172.16.0.5,60478,23.215.0.231,443,6,ShDd,RSTO,SFRPAEC,259,98,161,7699,203632,51,1404,19.219206,benign
1777866089.63635,172.16.0.5,60479,150.171.28.11,443,6,ShDd,SF,SFPAEC,45,20,25,4817,7406,58,1460,19.17992,benign
1777866089.636691,172.16.0.5,60480,23.48.203.101,443,6,ShDd,SF,SFPAEC,34,17,17,2334,9289,100,1404,19.182995,benign
1777866089.6402206,172.16.0.5,60481,13.107.213.40,443,6,ShDd,RSTO,SFRPAEC,21,13,8,4611,1661,21,1460,139.182977,benign
1777866089.769864,172.16.0.5,57677,23.48.203.101,443,17,Dd,OTH,,49,24,25,3478,8214,37,1258,19.039817,benign
1777866089.8105211,172.16.0.5,60482,150.171.27.10,443,6,ShDd,RSTR,SFRPAEC,47,18,29,4740,10702,94,1460,19.009071,benign
1777866089.8109946,172.16.0.5,60483,13.107.213.40,443,6,ShDd,RSTO,SFRPAEC,17,11,6,2702,563,21,1430,139.012116,benign
1777866089.8178477,172.16.0.5,56730,23.48.203.115,443,17,Dd,OTH,,128,60,68,12940,15620,39,1258,18.992118,benign
1777866089.8184512,172.16.0.5,60484,23.3.75.94,443,6,ShDd,RSTO,SFRPAEC,43,22,21,4352,12372,51,1404,18.997618,benign
1777866089.8191926,172.16.0.5,60485,23.3.75.94,443,6,ShDd,RSTO,SFRPAEC,78,35,43,4094,37458,51,1404,18.996937,benign
1777866089.8226035,172.16.0.5,60764,23.212.250.82,443,17,Dd,OTH,,694,217,477,16081,528850,39,1258,18.986757,benign
1777866089.8235502,172.16.0.5,60486,13.35.78.58,443,6,ShDd,SF,SFPAEC,29,15,14,4008,7648,84,1460,18.996905,benign
1777866089.8246472,172.16.0.5,51114,23.218.218.187,443,17,Dd,OTH,,103,43,60,6369,46580,39,1258,18.984344,benign
1777866089.8251348,172.16.0.5,60487,150.171.27.12,443,6,ShDd,RSTR,SFRPAEC,44,17,27,4627,9410,94,1460,18.994343,benign
1777866089.9026363,172.16.0.5,60488,52.182.143.208,443,6,ShDd,SF,SFPAEC,199,118,81,110694,13425,94,1460,18.939749,benign
1777866090.6820123,172.16.0.5,60489,204.79.197.203,443,6,ShDd,SF,SFPAEC,56,24,32,5137,10060,51,1460,18.135339,benign
1777866091.1174877,172.16.0.5,60490,23.48.203.109,443,6,ShDd,SF,SFPAEC,32,16,16,2236,9140,100,1404,17.701595,benign
1777866091.1178772,172.16.0.5,60491,23.48.203.109,443,6,ShDd,SF,SFPAEC,24,11,13,2128,6258,100,1404,17.701529,benign
1777866091.1181922,172.16.0.5,60492,150.171.27.10,443,6,ShDd,RSTR,SFRPAEC,36,14,22,2856,7133,94,1430,17.701443,benign
1777866091.118907,172.16.0.5,60493,150.171.27.10,443,6,ShDd,RSTR,SFRPAEC,35,14,21,2792,7113,94,1430,17.701116,benign
1777866091.434191,172.16.0.5,60494,52.182.143.208,443,6,ShDd,RSTO,SFRPAEC,14,8,6,3075,779,347,1430,2.490984,benign
1777866091.4386227,172.16.0.5,60495,52.182.143.208,443,6,ShDd,RSTO,SFRPAEC,14,8,6,3075,779,347,1430,2.313167,benign
1777866091.4791853,172.16.0.5,60496,204.79.197.203,443,6,ShDd,SF,SFPAEC,145,59,86,16086,29042,51,1430,17.332777,benign
1777866094.4806085,172.16.0.5,53167,172.64.41.3,443,17,Dd,OTH,,26,12,14,4566,7213,51,1258,14.334595,benign
1777866094.482717,172.16.0.5,60497,172.64.41.3,443,6,ShDd,SF,SFPAEC,23,13,10,2151,4272,84,1420,14.33739,benign
1777866094.4839506,172.16.0.5,53837,172.64.41.3,443,17,Dd,OTH,,44,21,23,6338,12049,51,1258,14.324638,benign
1777866094.48532,172.16.0.5,53864,172.64.41.3,443,17,Dd,OTH,,26,12,14,4565,7212,51,1258,14.306924,benign
1777866094.4862428,172.16.0.5,60498,172.64.41.3,443,6,ShDd,SF,SFPAEC,23,13,10,2151,4271,84,1420,14.312171,benign
1777866113.7784927,172.16.0.5,60499,23.54.127.39,443,6,ShDd,RSTO,SFRPAEC,276,117,159,7999,205426,51,1404,15.141881,benign
1777866113.7788274,172.16.0.5,60500,13.91.222.61,443,6,ShDd,RSTR,SFRPAEC,24,13,11,3815,1902,21,1460,150.48668,benign
1777866113.7875881,172.16.0.5,60501,2.18.67.130,443,6,ShDd,SF,SFPAEC,28,14,14,2162,7386,100,1404,15.136274,benign
1777866113.7887132,172.16.0.5,60502,150.171.27.11,443,6,ShDd,SF,SFPAEC,47,21,26,4965,7426,58,1460,15.132262,benign
1777866113.7970078,172.16.0.5,60503,13.107.213.40,443,6,ShDd,RSTO,SFRPAEC,18,11,7,2738,1605,21,1430,135.13553,benign
1777866113.9352856,172.16.0.5,63560,2.18.67.130,443,17,Dd,OTH,,48,23,25,3448,8186,37,1258,14.978044,benign
1777866113.9561102,172.16.0.5,54150,2.18.67.149,443,17,Dd,OTH,,490,179,311,20312,311675,37,1258,14.957531,benign
1777866113.9591348,172.16.0.5,60504,13.107.213.40,443,6,ShDd,RSTO,SFRPAEC,18,11,7,2702,1427,21,1430,134.973745,benign
1777866113.9604876,172.16.0.5,60505,150.171.27.10,443,6,ShDd,RSTR,SFRPAEC,45,17,28,2840,10646,94,1430,14.963118,benign
1777866113.962507,172.16.0.5,60506,23.3.75.137,443,6,ShDd,RSTO,SFRPAEC,46,23,23,4338,12410,51,1404,14.957127,benign
